,price,neighbourhood_cleansed,latitude,longitude,room_type,bedrooms,bathrooms_number,accommodates,host_is_superhost,host_listings_count,host_response_rate,review_scores_rating,review_scores_cleanliness,number_of_reviews,reviews_per_month,minimum_nights,availability_365,instant_bookable,Shared_bath_status,host_tenure_years,amenities_count,region_geo,region_median_price,above_local_median
212,160.0,Tiergarten Süd,52.50244,13.36344,Entire home/apt,3.0,2.0,6,True,1.0,100%,4.79,4.75,440,2.84,2,206,False,False,14.0,46.0,Tiergarten Süd,139.0,True
213,96.0,Südliche Friedrichstadt,52.49798,13.39973,Entire home/apt,1.0,1.0,4,False,1.0,100%,4.61,4.77,158,1.15,4,34,False,False,13.0,53.0,Südliche  Friedrichstadt,125.0,False
214,281.0,südliche Luisenstadt,52.49485,13.43586,Entire home/apt,2.0,1.5,4,True,6.0,93%,4.86,4.95,43,0.27,5,30,False,False,13.0,62.0,Südliche Luisenstadt,101.0,True
215,45.0,Tempelhofer Vorstadt,52.48749,13.41877,Entire home/apt,1.0,1.0,2,False,2.0,100%,4.75,4.77,182,1.15,92,286,False,False,13.0,18.0,Tempelhofer Vorstadt,97.5,False
216,360.0,Karl-Marx-Allee-Süd,52.51442,13.45243,Entire home/apt,3.0,1.0,8,True,1.0,100%,4.94,4.82,232,1.54,2,74,False,False,14.0,61.0,Karl-Marx-Allee Süd,100.0,True
217,50.0,Alt-Hohenschönhausen Nord,52.5618,13.49399,Private room,1.0,1.0,2,True,4.0,100%,4.7,4.68,129,0.95,2,313,True,False,13.0,47.0,Alt-Hohenschönhausen Nord,68.5,False
218,217.0,Albrechtstr.,52.45308,13.35351,Entire home/apt,4.0,1.5,9,True,4.0,100%,4.9,4.89,138,0.91,2,309,False,False,13.0,26.0,Albrechtstraße,86.0,True
219,63.0,Schöneberg-Nord,52.49211,13.36937,Private room,1.0,1.0,2,True,1.0,50%,4.88,4.93,165,1.05,3,350,False,True,13.0,40.0,Schöneberg Nordost,85.0,False
220,167.0,Karl-Marx-Allee-Süd,52.51279,13.44946,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.93,4.88,94,0.68,3,64,False,False,13.0,45.0,Karl-Marx-Allee Süd,100.0,True
221,,Neuköllner Mitte/Zentrum,52.46996,13.43379,Entire home/apt,1.0,1.0,2,False,2.0,,4.78,4.73,38,0.24,92,0,False,False,13.0,7.0,Neuköllner Mitte/Zentrum,93.0,False
222,65.0,Tempelhofer Vorstadt,52.48981,13.4216,Private room,1.0,1.0,1,True,1.0,100%,4.88,4.85,100,0.63,3,170,False,True,13.0,26.0,Tempelhofer Vorstadt,97.5,False
223,140.0,Prenzlauer Berg Nordwest,52.55474,13.41318,Entire home/apt,1.0,1.0,2,True,2.0,100%,4.95,4.86,94,0.67,63,236,False,False,13.0,40.0,Prenzlauer Berg Nordwest,97.0,True
224,40.0,Gropiusstadt,52.43166,13.4549,Entire home/apt,0.0,1.0,1,False,1.0,100%,4.65,4.83,241,1.63,180,207,False,False,13.0,21.0,Gropiusstadt Ost,78.0,False
225,,Alexanderplatz,52.52907,13.3966,Private room,,1.5,3,False,2.0,,4.72,4.56,18,0.13,92,365,False,False,13.0,28.0,Alexanderplatz,142.0,False
226,,Prenzlauer Berg Nord,52.55073,13.42311,Entire home/apt,2.0,1.0,4,True,3.0,100%,4.76,4.57,209,1.35,3,0,False,False,14.0,49.0,Prenzlauer Berg Nord,113.5,False
227,,Prenzlauer Berg Südwest,52.53724,13.41958,Entire home/apt,1.0,1.5,2,False,2.0,0%,4.93,4.98,41,0.26,150,0,True,False,13.0,28.0,Prenzlauer Berg Südwest,144.0,False
228,51.0,Prenzlauer Berg Südwest,52.53533,13.41739,Private room,1.0,1.0,2,True,1.0,100%,4.86,4.91,163,1.04,1,161,False,True,13.0,11.0,Prenzlauer Berg Südwest,144.0,False
229,225.0,Schöneberg-Nord,52.49686,13.33922,Entire home/apt,1.0,1.0,2,False,1.0,90%,4.87,4.77,164,1.05,3,53,False,False,13.0,39.0,Schöneberg Nordost,85.0,True
230,,nördliche Luisenstadt,52.49932,13.42063,Entire home/apt,1.0,1.0,2,False,1.0,,4.84,4.79,34,0.22,92,0,False,False,14.0,4.0,Nördliche Luisenstadt,97.0,False
231,112.0,Tempelhofer Vorstadt,52.49068,13.40485,Entire home/apt,2.0,1.0,5,True,7.0,100%,4.58,4.75,430,2.76,2,290,True,False,13.0,24.0,Tempelhofer Vorstadt,97.5,True
232,65.0,Tempelhofer Vorstadt,52.49299,13.39633,Entire home/apt,1.0,1.0,3,False,2.0,,4.76,4.83,141,0.91,92,263,False,False,13.0,30.0,Tempelhofer Vorstadt,97.5,False
233,,Rixdorf,52.47916,13.44134,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.23,3.89,79,0.51,92,50,False,False,13.0,21.0,Rixdorf,88.5,False
234,150.0,Prenzlauer Berg Nordwest,52.54653,13.40217,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.89,4.82,115,0.76,5,346,False,False,13.0,24.0,Prenzlauer Berg Nordwest,97.0,True
235,137.0,Helmholtzplatz,52.54401016235352,13.424574851989746,Entire home/apt,1.0,1.0,4,True,2.0,100%,4.94,4.92,486,3.13,3,95,True,False,13.0,46.0,Helmholtzplatz,119.0,True
236,62.0,Ost 1,52.57515,13.36888,Entire home/apt,2.0,1.5,1,False,3.0,100%,4.71,4.86,72,0.46,180,358,False,False,13.0,54.0,Ost 1 - Reginhardstraße,65.5,False
237,97.0,Rixdorf,52.4763,13.4415,Entire home/apt,1.0,1.0,4,True,4.0,100%,4.82,4.8,222,1.45,5,128,False,False,13.0,59.0,Rixdorf,88.5,True
238,67.0,südliche Luisenstadt,52.49487,13.42879,Entire home/apt,1.0,1.0,1,False,2.0,,4.73,4.79,178,1.14,300,236,False,False,13.0,8.0,Südliche Luisenstadt,101.0,False
239,141.0,Moabit Ost,52.53466,13.35154,Entire home/apt,1.0,1.0,2,False,1.0,,,,0,,120,365,False,False,13.0,4.0,Moabit Ost,87.0,True
240,200.0,Britz,52.44637,13.44797,Entire home/apt,2.0,1.0,4,False,1.0,100%,4.43,4.43,7,0.06,3,305,False,False,13.0,25.0,Britz,97.0,True
241,75.0,nördliche Luisenstadt,52.50439,13.42558,Entire home/apt,1.0,1.0,2,False,3.0,78%,4.59,4.68,22,0.14,92,297,False,False,13.0,36.0,Nördliche Luisenstadt,97.0,False
242,75.0,nördliche Luisenstadt,52.50253,13.4258,Entire home/apt,1.0,1.0,2,False,3.0,78%,4.65,4.85,20,0.13,92,333,False,False,13.0,34.0,Nördliche Luisenstadt,97.0,False
243,117.0,Helmholtzplatz,52.54389,13.42163,Entire home/apt,1.0,1.0,3,True,3.0,100%,4.78,4.83,77,0.53,4,8,True,False,13.0,15.0,Helmholtzplatz,119.0,False
244,,Neuköllner Mitte/Zentrum,52.48076,13.42919,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,5.0,2,0.01,10,0,False,False,13.0,44.0,Neuköllner Mitte/Zentrum,93.0,False
245,67.0,Helmholtzplatz,52.54266,13.41643,Entire home/apt,1.0,1.0,2,False,2.0,,4.5,5.0,2,0.03,92,0,False,False,13.0,25.0,Helmholtzplatz,119.0,False
246,,Brunnenstr. Süd,52.53401947021485,13.40293025970459,Entire home/apt,3.0,1.0,6,False,2.0,100%,4.85,4.56,34,0.23,7,0,False,False,13.0,58.0,Brunnenstraße Süd,145.5,False
247,,Rixdorf,52.48529,13.45049,Entire home/apt,1.0,1.0,4,False,2.0,100%,4.76,4.85,191,1.26,4,0,False,False,13.0,42.0,Rixdorf,88.5,False
248,128.0,Helmholtzplatz,52.54498,13.4156,Entire home/apt,2.0,1.0,6,False,2.0,100%,4.55,4.54,273,1.77,3,147,True,False,13.0,45.0,Helmholtzplatz,119.0,True
249,165.0,südliche Luisenstadt,52.49823,13.43371,Entire home/apt,1.0,1.0,2,True,2.0,100%,4.93,4.91,56,0.38,4,28,False,False,14.0,22.0,Südliche Luisenstadt,101.0,True
250,129.0,Rixdorf,52.47714,13.45189,Entire home/apt,2.0,1.0,5,False,2.0,83%,4.84,4.76,92,0.61,4,325,False,False,13.0,54.0,Rixdorf,88.5,True
251,,Alexanderplatz,52.52758,13.39234,Entire home/apt,1.0,1.0,3,False,1.0,,4.92,4.88,25,0.16,92,0,False,False,13.0,28.0,Alexanderplatz,142.0,False
252,109.0,Prenzlauer Berg Süd,52.53326,13.43433,Entire home/apt,1.0,1.0,2,False,1.0,100%,4.63,4.61,70,0.45,5,280,False,False,13.0,20.0,Prenzlauer Berg Süd,125.0,False
253,,Parkviertel,52.5531005859375,13.352760314941406,Entire home/apt,2.0,1.0,3,False,2.0,,4.76,4.84,26,0.17,95,20,False,False,13.0,38.0,Parkviertel,72.0,False
254,95.0,Brunnenstr. Süd,52.53631,13.40655,Entire home/apt,1.0,3.0,4,False,1.0,,4.91,4.82,22,0.15,92,327,False,False,13.0,48.0,Brunnenstraße Süd,145.5,False
255,,Rixdorf,52.485291,13.45049,Entire home/apt,2.0,1.0,4,False,2.0,100%,4.59,4.79,198,1.44,5,0,False,False,13.0,37.0,Rixdorf,88.5,False
256,96.0,Frankfurter Allee Süd FK,52.51455,13.45987,Entire home/apt,1.0,1.0,2,False,4.0,100%,4.77,4.83,31,0.2,180,352,False,False,13.0,33.0,Frankfurter Allee Süd FK,108.0,False
257,96.0,Frankfurter Allee Süd FK,52.51481,13.45843,Entire home/apt,1.0,1.0,2,False,4.0,100%,4.85,4.59,34,0.23,181,363,False,False,13.0,33.0,Frankfurter Allee Süd FK,108.0,False
258,33.0,Oberschöneweide,52.46483,13.51275,Private room,1.0,1.5,1,False,5.0,100%,4.45,4.36,11,0.08,30,11,False,True,13.0,24.0,Oberschöneweide,85.0,False
259,100.0,südliche Luisenstadt,52.49705,13.43411,Entire home/apt,1.0,1.0,2,False,1.0,,5.0,4.5,2,0.01,92,365,False,False,13.0,6.0,Südliche Luisenstadt,101.0,False
260,96.0,Frankfurter Allee Süd FK,52.51474,13.46143,Entire home/apt,1.0,1.0,2,False,4.0,100%,4.93,4.87,31,0.2,180,350,False,False,13.0,33.0,Frankfurter Allee Süd FK,108.0,False
261,136.0,Prenzlauer Berg Nordwest,52.55218,13.40415,Entire home/apt,2.0,2.0,3,False,1.0,,4.85,4.84,103,0.97,92,142,False,False,13.0,41.0,Prenzlauer Berg Nordwest,97.0,True
262,117.0,Regierungsviertel,52.50954,13.40504,Entire home/apt,1.0,1.0,5,False,9.0,100%,4.48,4.63,54,0.38,3,58,True,False,14.0,23.0,Regierungsviertel,159.0,False
263,44.0,Alt-Hohenschönhausen Nord,52.56078,13.49243,Private room,1.0,2.0,3,True,4.0,100%,4.75,4.78,139,0.93,2,348,True,True,13.0,45.0,Alt-Hohenschönhausen Nord,68.5,False
264,39.0,Blankenfelde/Niederschönhausen,52.58814,13.39598,Private room,1.0,1.0,1,True,1.0,75%,4.95,4.95,37,0.25,2,15,False,False,12.0,14.0,Blankenfelde/Niederschönhausen,98.0,False
265,,Moabit West,52.52242,13.33317,Private room,,1.0,2,True,1.0,100%,4.83,4.63,65,0.5,3,187,False,True,13.0,19.0,Moabit West,92.0,False
266,100.0,nördliche Luisenstadt,52.50113,13.43176,Entire home/apt,1.0,1.0,3,True,1.0,100%,4.86,4.9,548,3.61,2,203,True,False,12.0,38.0,Nördliche Luisenstadt,97.0,True
267,28.0,Moabit Ost,52.52011,13.35889,Private room,1.0,1.0,1,True,4.0,100%,4.85,4.85,13,0.09,92,208,False,True,13.0,32.0,Moabit Ost,87.0,False
268,,Schöneberg-Süd,52.48529,13.36605,Entire home/apt,1.0,1.0,4,False,1.0,,4.0,2.0,1,0.01,200,0,False,False,12.0,10.0,Schöneberg Südost,103.0,False
269,184.0,Prenzlauer Berg Süd,52.53321,13.42556,Entire home/apt,1.0,1.0,2,True,1.0,100%,4.96,4.87,182,1.23,3,297,False,False,14.0,40.0,Prenzlauer Berg Süd,125.0,True
270,80.0,Schöneberg-Süd,52.48851,13.34912,Private room,1.0,1.0,2,False,1.0,100%,4.93,4.9,41,0.31,4,321,False,True,12.0,38.0,Schöneberg Südost,103.0,False
271,32.0,Heerstrasse,52.50865,13.24357,Entire home/apt,1.0,1.0,2,False,1.0,,4.61,4.44,18,0.15,92,94,False,False,12.0,40.0,Heerstraße,84.0,False
272,,Wedding Zentrum,52.5474,13.37123,Entire home/apt,1.0,1.0,2,False,1.0,,4.83,4.89,37,0.24,1,0,False,False,13.0,19.0,Wedding Zentrum,91.0,False
273,47.0,Westend,52.51576,13.26434,Entire home/apt,2.0,1.0,3,False,1.0,,4.86,4.92,38,0.25,92,80,False,False,12.0,43.0,Westend,90.0,False
274,307.0,Prenzlauer Berg Ost,52.53741,13.45873,Entire home/apt,3.0,2.0,5,True,1.0,100%,4.91,4.98,325,2.14,4,212,False,False,12.0,70.0,Prenzlauer Berg Ost,116.0,True
275,693.0,Wiesbadener Straße,52.47022,13.31133,Entire home/apt,2.0,2.0,6,False,3.0,100%,4.35,4.13,23,0.15,3,87,False,False,12.0,25.0,Altstadt Köpenick,132.0,True
276,123.0,Prenzlauer Berg Süd,52.53558,13.42542,Entire home/apt,1.0,1.0,3,True,2.0,100%,4.88,4.86,386,2.54,3,345,True,False,12.0,29.0,Prenzlauer Berg Süd,125.0,False
277,171.0,Wiesbadener Straße,52.47084644080307,13.30977998859106,Entire home/apt,1.0,1.0,4,False,3.0,100%,5.0,5.0,1,0.77,1,186,False,False,12.0,36.0,Altstadt Köpenick,132.0,True
278,,Brunnenstr. Süd,52.53244,13.40583,Private room,,1.0,2,False,1.0,,4.97,4.97,96,0.62,4,0,False,True,12.0,22.0,Brunnenstraße Süd,145.5,False
